"[run number],""%a"",""rep"",""time-c"",""time-d"",""dif"",""accor"",""time-sf"",""IPa"",""Impact"",""impact-s"",""impact-d"",""iIPa"",""IPb"",""number-a"",""iIPb"",""TSL"",""number-b"",""number"",""time-r"",""MT"",""time-s"",""mean."",""recovery"",""impact-r"",""TPB"",""per"",""SD"",""discount"",""inn-culture"",""[step]"",""[report-who-x] of turtles"",""[avg-ladvantage] of turtles"",""[report-who-y] of turtles"",""[avg-w] of turtles"",""[report-who-z] of turtles"",""[avg-pw] of turtles"",""[report-who-a] of turtles"",""[avg-awa] of turtles"",""[report-who-b] of turtles"",""[avg-aladvantage] of turtles"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""1"",""[[2 101.23914064061101] [3 99.36152830247642] [0 97.07787268953612] [1 103.66348962254538]]"",""[100.33550781379223 100.33550781379223 100.33550781379223 100.33550781379223]"",""[[2 131.6097248618904] [3 129.17185926138885] [0 126.20072148523764] [1 134.7632929970919]]"",""[130.43639965140218 130.4363996514022 130.43639965140218 130.43639965140218]"",""[[2 101.23914064061101] [3 99.36152830247642] [0 97.07787268953612] [1 103.66348962254538]]"",""[100.33550781379223 100.33550781379223 100.33550781379223 100.33550781379223]"",""[[2 0] [3 0] [0 0] [1 0]]"",""[0 0 0 0]"",""[[2 101.23914064061101] [3 99.36152830247642] [0 97.07787268953612] [1 103.66348962254538]]"",""[100.33550781379223 100.33550781379223 100.33550781379223 100.33550781379223]"""
"5,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""1"",""[[1 95.79049344436093] [3 100.84460117122438] [0 100.47303848424477] [2 101.0826859853064]]"",""[99.54770477128413 99.54770477128412 99.54770477128412 99.54770477128412]"",""[[1 76.6338895235471] [3 80.67554485576672] [0 80.37816196381223] [2 80.86681529106063]]"",""[79.63860290854667 79.63860290854666 79.63860290854666 79.63860290854666]"",""[[1 95.79049344436093] [3 100.84460117122438] [0 100.47303848424477] [2 101.0826859853064]]"",""[99.54770477128413 99.54770477128412 99.54770477128412 99.54770477128412]"",""[[1 0] [3 0] [0 0] [2 0]]"",""[0 0 0 0]"",""[[1 95.79049344436093] [3 100.84460117122438] [0 100.47303848424477] [2 101.0826859853064]]"",""[99.54770477128413 99.54770477128412 99.54770477128412 99.54770477128412]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""2"",""[[2 101.0283736299034] [3 99.14768374428648] [1 103.45526534671525] [0 96.86648949401894]]"",""[100.12445305373102 100.12445305373102 100.12445305373102 100.12445305373102]"",""[[2 131.33612690990233] [3 128.89072450046882] [1 134.49090170705466] [0 125.92556456435074]]"",""[130.16082942044414 130.16082942044414 130.16082942044414 130.16082942044414]"",""[[2 101.0283736299034] [3 99.14768374428648] [1 103.45526534671525] [0 96.86648949401894]]"",""[100.12445305373102 100.12445305373102 100.12445305373102 100.12445305373102]"",""[[2 19.051949437838623] [3 0.8012050726633451] [1 0.16862527685192633] [0 8.261966008064427]]"",""[7.07093644885458 7.07093644885458 7.07093644885458 7.07093644885458]"",""[[2 202.26751427051443] [3 198.5092120467629] [1 207.11875496926064] [0 193.94436218355506]]"",""[200.45996086752325 200.45996086752325 200.45996086752325 200.45996086752325]"""
"5,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""2"",""[[2 99.87292480422998] [1 94.58063010082891] [0 99.26251053185491] [3 99.63727340007496]]"",""[98.33833470924719 98.33833470924719 98.33833470924719 98.33833470924719]"",""[[2 79.89812868164307] [1 75.66385239362849] [0 79.41203588405668] [3 79.70997757530357]]"",""[78.67099863365796 78.67099863365794 78.67099863365794 78.67099863365796]"",""[[2 99.87292480422998] [1 94.58063010082891] [0 99.26251053185491] [3 99.63727340007496]]"",""[98.33833470924719 98.33833470924719 98.33833470924719 98.33833470924719]"",""[[2 1.0211505031528376] [1 1.7818363233463745] [0 35.291213069224] [3 19.362969674593085]]"",""[14.364292392579074 14.364292392579076 14.364292392579076 14.364292392579074]"",""[[2 200.95561078953637] [1 190.37112354518985] [0 199.7355490160997] [3 200.48187457129933]]"",""[197.88603948053134 197.88603948053134 197.88603948053134 197.88603948053134]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""3"",""[[1 103.24704107088512] [3 98.93383918609655] [0 96.65510629850175] [2 100.81760661919579]]"",""[99.9133982936698 99.9133982936698 99.91339829366979 99.91339829366981]"",""[[1 134.2220916747608] [3 128.61350822755293] [0 125.65020722357569] [2 131.0629275939792]]"",""[129.88718367996717 129.88718367996717 129.88718367996717 129.88718367996717]"",""[[1 103.24704107088512] [3 98.93383918609655] [0 96.65510629850175] [2 100.81760661919579]]"",""[99.9133982936698 99.9133982936698 99.91339829366979 99.91339829366981]"",""[[1 0.38976788617419367] [3 1.8709590676371883] [0 18.422426266690383] [2 41.138466480725]]"",""[15.455404925306691 15.45540492530669 15.455404925306691 15.455404925306691]"",""[[1 310.36579604014577] [3 297.4430512328595] [0 290.5994684820568] [2 303.0851208897102]]"",""[300.3733591611931 300.3733591611931 300.3733591611931 300.3733591611931]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""4"",""[[3 98.71999462790662] [2 100.60683960848817] [0 96.44372310298456] [1 103.03881679505498]]"",""[99.70234353360857 99.70234353360858 99.70234353360858 99.70234353360858]"",""[[3 128.33430640684287] [2 130.7901761056186] [0 125.37785047045126] [1 133.9494995881673]]"",""[129.61295814277 129.61295814277003 129.61295814277 129.61295814277]"",""[[3 98.71999462790662] [2 100.60683960848817] [0 96.44372310298456] [1 103.03881679505498]]"",""[99.70234353360857 99.70234353360858 99.70234353360858 99.70234353360858]"",""[[3 3.296548259768165] [2 66.365767355968] [0 30.73352136422043] [1 0.6901478836968412]]"",""[25.27149621591336 25.27149621591336 25.27149621591336 25.27149621591336]"",""[[3 396.1630458607661] [2 403.69196049819834] [0 387.04319158504137] [1 413.40461283520074]]"",""[400.07570269480163 400.07570269480163 400.07570269480163 400.07570269480163]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""5"",""[[0 96.23233990746738] [1 102.83059251922485] [2 100.39607259778056] [3 98.50615006971668]]"",""[99.49128877354737 99.49128877354737 99.49128877354738 99.49128877354735]"",""[[0 125.10041830995092] [1 133.6798248296575] [2 130.5157037790512] [3 128.0592317773144]]"",""[129.3387946739935 129.3387946739935 129.3387946739935 129.3387946739935]"",""[[0 96.23233990746738] [1 102.83059251922485] [2 100.39607259778056] [3 98.50615006971668]]"",""[99.49128877354737 99.49128877354737 99.49128877354738 99.49128877354735]"",""[[0 45.433045559710024] [1 1.1029113911742723] [2 94.756714741181] [3 5.18430844962032]]"",""[36.6192450354214 36.61924503542141 36.61924503542141 36.6192450354214]"",""[[0 483.2755314925088] [1 516.2352053544256] [2 504.0880330959789] [3 494.6691959304828]]"",""[499.56699146834904 499.566991468349 499.566991468349 499.566991468349]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""6"",""[[0 96.02095671195019] [3 98.29230551152675] [2 100.18530558707295] [1 102.62236824339472]]"",""[99.28023401348615 99.28023401348615 99.28023401348615 99.28023401348615]"",""[[0 124.82584788927933] [3 127.78045881609899] [2 130.23970956551966] [1 133.40774399621924]]"",""[129.06344006677932 129.0634400667793 129.0634400667793 129.0634400667793]"",""[[0 96.02095671195019] [3 98.29230551152675] [2 100.18530558707295] [1 102.62236824339472]]"",""[99.28023401348615 99.28023401348615 99.28023401348615 99.28023401348615]"",""[[0 62.726605819327] [3 7.662105941959462] [2 126.23919657538237] [1 1.6733256679386703]]"",""[49.57530850115188 49.57530850115187 49.57530850115188 49.57530850115187]"",""[[0 579.2964882044589] [3 592.9615014420095] [2 604.2733386830519] [1 618.8575735978203]]"",""[598.8472254818352 598.8472254818352 598.8472254818352 598.8472254818352]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""7"",""[[3 98.07846095333682] [0 95.809573516433] [1 102.41414396756458] [2 99.97453857636533]]"",""[99.06917925342493 99.06917925342495 99.06917925342492 99.06917925342493]"",""[[3 127.50136230424111] [0 124.55343216908291] [1 133.13738177236726] [2 129.96836656509115]]"",""[128.7901357026956 128.7901357026956 128.7901357026956 128.7901357026956]"",""[[3 98.07846095333682] [0 95.809573516433] [1 102.41414396756458] [2 99.97453857636533]]"",""[99.06917925342493 99.06917925342495 99.06917925342492 99.06917925342493]"",""[[3 10.876370631324727] [0 82.77544912055923] [1 2.4611876874384966] [2 160.63369369125652]]"",""[64.18667528264474 64.18667528264474 64.18667528264474 64.18667528264474]"",""[[3 691.0399623953464] [0 675.106061720892] [1 721.2717175653848] [2 704.2478772594172]]"",""[697.9164047352601 697.91640473526 697.91640473526 697.9164047352601]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""8"",""[[2 99.76377156565772] [1 102.20591969173445] [0 95.59819032091582] [3 97.86461639514688]]"",""[98.8581244933637 98.85812449336372 98.85812449336372 98.85812449336372]"",""[[2 129.69216564831547] [1 132.8677634986504] [0 124.27729124324853] [3 127.22304780446036]]"",""[128.5150670486687 128.5150670486687 128.5150670486687 128.5150670486687]"",""[[2 99.76377156565772] [1 102.20591969173445] [0 95.59819032091582] [3 97.86461639514688]]"",""[98.8581244933637 98.85812449336372 98.85812449336372 98.85812449336372]"",""[[2 197.65759284010997] [1 3.5452427105799735] [0 105.67706236058089] [3 14.99326026571591]]"",""[80.46828954424669 80.46828954424669 80.46828954424669 80.4682895442467]"",""[[2 804.011648825075] [1 823.4776372571193] [0 770.7042520418078] [3 788.9045787904932]]"",""[796.7745292286239 796.7745292286238 796.7745292286238 796.7745292286238]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""9"",""[[3 97.65077183695695] [1 101.99769541590432] [0 95.38680712539863] [2 99.5530045549501]]"",""[98.6470697333025 98.6470697333025 98.6470697333025 98.64706973330249]"",""[[3 126.94452730440447] [1 132.5980760242012] [0 124.0010893064541] [2 129.41855327243982]]"",""[128.24056147687492 128.2405614768749 128.2405614768749 128.2405614768749]"",""[[3 97.65077183695695] [1 101.99769541590432] [0 95.38680712539863] [2 99.5530045549501]]"",""[98.6470697333025 98.6470697333025 98.6470697333025 98.64706973330249]"",""[[3 20.19718632198006] [1 5.022408878781915] [0 131.45426292645226] [2 234.68427030483917]]"",""[97.83953210801334 97.83953210801334 97.83953210801334 97.83953210801334]"",""[[3 886.5553506274503] [1 925.4753326730237] [0 866.0910591672064] [2 903.5646533800251]]"",""[895.4215989619264 895.4215989619264 895.4215989619263 895.4215989619263]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""10"",""[[1 101.78947114007418] [0 95.17542392988145] [2 99.3422375442425] [3 97.43692727876702]]"",""[98.43601497324129 98.43601497324129 98.43601497324129 98.43601497324129]"",""[[1 132.32661997956015] [0 123.72863148841034] [2 129.14452208133778] [3 126.66855162357348]]"",""[127.96708129322042 127.96708129322045 127.96708129322043 127.96708129322045]"",""[[1 101.78947114007418] [0 95.17542392988145] [2 99.3422375442425] [3 97.43692727876702]]"",""[98.43601497324129 98.43601497324129 98.43601497324129 98.43601497324129]"",""[[1 7.011296752794579] [0 160.04307970784316] [2 271.7084645346558] [3 26.68508368093308]]"",""[116.36198116905665 116.36198116905665 116.36198116905665 116.36198116905665]"",""[[1 1027.2648038130978] [0 961.2664830970878] [2 1002.9068909242676] [3 983.9922779062173]]"",""[993.8576139351676 993.8576139351676 993.8576139351676 993.8576139351677]"""
"3,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""3"",""[[3 96.41287077695652] [0 102.52551487756328] [1 93.6847119204082] [2 89.3455870651233]]"",""[95.49217116001283 95.49217116001283 95.49217116001283 95.49217116001283]"",""[[3 125.33756035023168] [0 133.28344774476187] [1 121.7905101696328] [2 116.1494319167498]]"",""[124.14023754534404 124.14023754534404 124.14023754534404 124.14023754534404]"",""[[3 96.41287077695652] [0 102.52551487756328] [1 93.6847119204082] [2 89.3455870651233]]"",""[95.49217116001283 95.49217116001283 95.49217116001283 95.49217116001283]"",""[[3 8.459050108880485] [0 2.78401101869264] [1 56.310605942114975] [2 0.2530217560634589]]"",""[16.95167220643789 16.95167220643789 16.95167220643789 16.95167220643789]"",""[[3 289.8757750091758] [0 308.21733221525784] [1 281.6871705578669] [2 268.64928074194626]]"",""[287.1073896310617 287.1073896310617 287.1073896310617 287.1073896310617]"""
"1,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""1"",""[[3 100.48309699062422] [2 104.80593502349126] [0 104.01236614454214] [1 101.81680408182213]]"",""[102.77955056011993 102.77955056011993 102.77955056011994 102.77955056011993]"",""[[3 80.38753459578636] [2 83.84671387369163] [0 83.21027653959582] [1 81.45587895581141]]"",""[82.22510099122131 82.22510099122131 82.2251009912213 82.2251009912213]"",""[[3 100.48309699062422] [2 104.80593502349126] [0 104.01236614454214] [1 101.81680408182213]]"",""[102.77955056011993 102.77955056011993 102.77955056011994 102.77955056011993]"",""[[3 0] [2 0] [0 0] [1 0]]"",""[0 0 0 0]"",""[[3 100.48309699062422] [2 104.80593502349126] [0 104.01236614454214] [1 101.81680408182213]]"",""[102.77955056011993 102.77955056011993 102.77955056011994 102.77955056011993]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""11"",""[[2 99.13147053353488] [3 97.22308272057708] [1 101.58124686424405] [0 94.96404073436426]]"",""[98.22496021318005 98.22496021318007 98.22496021318005 98.22496021318005]"",""[[2 128.87023580505127] [3 126.38932133614627] [1 132.05525002345016] [0 123.45392543974033]]"",""[127.692183151097 127.692183151097 127.69218315109701 127.692183151097]"",""[[2 99.13147053353488] [3 97.22308272057708] [1 101.58124686424405] [0 94.96404073436426]]"",""[98.22496021318005 98.22496021318007 98.22496021318005 98.22496021318005]"",""[[2 308.7307601932194] [3 34.656958206583916] [1 9.655956028032676] [0 191.28250780557394]]"",""[136.08154555835247 136.0815455583525 136.08154555835247 136.08154555835247]"",""[[2 1102.0383614578025] [3 1081.2153606267943] [1 1128.846050677342] [0 1056.230523831452]]"",""[1092.0825741483477 1092.0825741483477 1092.0825741483477 1092.0825741483477]"""
"2,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""5"",""[[3 103.68332389693366] [1 105.63692508769141] [2 102.39478883422706] [0 95.72482035290646]]"",""[101.85996454293965 101.85996454293965 101.85996454293965 101.85996454293965]"",""[[3 82.94674319702584] [1 84.50920126858796] [2 81.91545663275971] [0 76.57993066320596]]"",""[81.48783294039487 81.48783294039487 81.48783294039487 81.48783294039487]"",""[[3 103.68332389693366] [1 105.63692508769141] [2 102.39478883422706] [0 95.72482035290646]]"",""[101.85996454293965 101.85996454293965 101.85996454293965 101.85996454293965]"",""[[3 4.177744544972598] [1 41.119511516231015] [2 6.014429603193763] [0 9.239178313336122]]"",""[15.137715994433375 15.137715994433375 15.137715994433375 15.137715994433375]"",""[[3 520.5778148137518] [1 530.2429016516751] [2 514.1051998597089] [0 480.8524927981231]]"",""[511.4446022808147 511.4446022808147 511.4446022808147 511.4446022808147]"""
"3,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""4"",""[[1 93.47370032152745] [3 96.20048321752111] [0 102.3119190167073] [2 89.14141388293118]]"",""[95.28187910967176 95.28187910967176 95.28187910967176 95.28187910967176]"",""[[1 121.51638433063373] [3 125.06019132812096] [0 133.00559316554717] [2 115.88416363192243]]"",""[123.86658311405608 123.86658311405608 123.86658311405607 123.86658311405607]"",""[[1 93.47370032152745] [3 96.20048321752111] [0 102.3119190167073] [2 89.14141388293118]]"",""[95.28187910967176 95.28187910967176 95.28187910967176 95.28187910967176]"",""[[1 87.82424382782769] [3 13.996110025738547] [0 4.722640203556445] [2 0.46519461747787516]]"",""[26.752047168650137 26.752047168650137 26.752047168650137 26.752047168650137]"",""[[1 375.16087087939434] [3 386.07625822669695] [0 410.52925123196513] [2 357.79069462487746]]"",""[382.3892687407334 382.38926874073354 382.3892687407335 382.3892687407335]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""12"",""[[3 97.00923816238715] [2 98.92070352282727] [1 101.37302258841392] [0 94.75265753884707]]"",""[98.01390545311884 98.01390545311885 98.01390545311885 98.01390545311884]"",""[[3 126.11332956989291] [2 128.59584083624316] [1 131.7846211414098] [0 123.1795689061973]]"",""[127.41834011343579 127.41834011343579 127.41834011343579 127.41834011343579]"",""[[3 97.00923816238715] [2 98.92070352282727] [1 101.37302258841392] [0 94.75265753884707]]"",""[98.01390545311884 98.01390545311885 98.01390545311885 98.01390545311884]"",""[[3 44.31219891608755] [2 345.7540863569167] [1 13.125175182727254] [0 224.91939094799088]]"",""[157.02771285093058 157.02771285093058 157.0277128509306 157.02771285093058]"",""[[3 1178.2245987891815] [2 1200.9590649806298] [1 1230.219073265756] [0 1150.983181370299]]"",""[1190.0964796014666 1190.0964796014666 1190.0964796014666 1190.0964796014666]"""
"2,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""6"",""[[2 102.18166326536969] [0 95.50198124954738] [3 103.4672043640253] [1 105.43109746636961]]"",""[101.64548658632799 101.64548658632799 101.645486586328 101.645486586328]"",""[[2 81.74403553537967] [0 76.40284544503794] [3 82.77217175210771] [1 84.34473802711688]]"",""[81.31594768991056 81.31594768991056 81.31594768991054 81.31594768991054]"",""[[2 102.18166326536969] [0 95.50198124954738] [3 103.4672043640253] [1 105.43109746636961]]"",""[101.64548658632799 101.64548658632799 101.645486586328 101.645486586328]"",""[[2 8.523071758466301] [0 13.647780585680856] [3 6.23971985801217] [1 56.505940355311566]]"",""[21.229128139367724 21.229128139367724 21.229128139367724 21.229128139367724]"",""[[2 616.2868631250786] [0 576.3544740476705] [3 624.0450191777771] [1 635.6739991180447]]"",""[613.0900888671428 613.0900888671428 613.0900888671428 613.0900888671428]"""
"3,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""5"",""[[3 95.9880956580857] [1 93.26268872264669] [0 102.0983231558513] [2 88.93724070073905]]"",""[95.07158705933068 95.07158705933068 95.07158705933068 95.07158705933068]"",""[[3 124.7861172457301] [1 121.24148113176877] [0 132.7289803685927] [2 115.61761868200874]]"",""[123.59354935702507 123.59354935702507 123.59354935702507 123.59354935702508]"",""[[3 95.9880956580857] [1 93.26268872264669] [0 102.0983231558513] [2 88.93724070073905]]"",""[95.07158705933068 95.07158705933068 95.07158705933068 95.07158705933068]"",""[[3 20.590915871985036] [1 121.459580778408] [0 7.155087950032659] [2 0.768632977001207]]"",""[37.49355439435672 37.49355439435672 37.49355439435672 37.49355439435672]"",""[[3 482.06435388478263] [1 468.423559602041] [0 512.6275743878165] [2 446.7279353256165]]"",""[477.46085580006417 477.46085580006417 477.46085580006417 477.46085580006417]"""
"2,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""7"",""[[1 105.2252698450478] [3 103.25108483111696] [2 101.96853769651233] [0 95.2791421461883]]"",""[101.43100862971635 101.43100862971635 101.43100862971635 101.43100862971635]"",""[[1 84.17982537678486] [3 82.60226454638763] [2 81.57355726811612] [0 76.22450136356034]]"",""[81.14503713871224 81.14503713871224 81.14503713871224 81.14503713871224]"",""[[1 105.2252698450478] [3 103.25108483111696] [2 101.96853769651233] [0 95.2791421461883]]"",""[101.43100862971635 101.43100862971635 101.43100862971635 101.43100862971635]"",""[[1 74.21449517893357] [3 8.954613497466648] [2 11.628246458592198] [0 19.314973319318614]]"",""[28.52808211357776 28.52808211357776 28.52808211357776 28.52808211357776]"",""[[1 740.8992689630925] [3 727.2961040088941] [2 718.2554008215909] [0 671.6336161938588]]"",""[714.521097496859 714.521097496859 714.521097496859 714.521097496859]"""
"3,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""6"",""[[2 88.73306751854693] [3 95.77570809865028] [1 93.05167712376593] [0 101.88472729499532]]"",""[94.86129500898961 94.8612950089896 94.86129500898961 94.86129500898961]"",""[[2 115.35441007084934] [3 124.5080656876247] [1 120.96853088066791] [0 132.4496011827607]]"",""[123.32015195547565 123.32015195547567 123.32015195547565 123.32015195547567]"",""[[2 88.73306751854693] [3 95.77570809865028] [1 93.05167712376593] [0 101.88472729499532]]"",""[94.86129500898961 94.8612950089896 94.86129500898961 94.86129500898961]"",""[[2 1.203441649084128] [3 28.383501713492866] [1 156.7494062717653] [0 10.190262663933883]]"",""[49.13165307456905 49.131653074569044 49.13165307456905 49.13165307456905]"",""[[2 535.4610028441634] [3 577.8400619834329] [1 561.4752367258069] [0 614.5123016828118]]"",""[572.3221508090537 572.3221508090537 572.3221508090537 572.3221508090537]"""
"4,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.05"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""13"",""[[3 96.79539360419722] [1 101.16479831258378] [2 98.70993651211965] [0 94.54127434332989]]"",""[97.80285069305764 97.80285069305764 97.80285069305764 97.80285069305765]"",""[[3 125.83358598420462] [1 131.51468953839193] [2 128.32212260852796] [0 122.90484109790421]]"",""[127.14380980725718 127.14380980725718 127.14380980725718 127.14380980725718]"",""[[3 96.79539360419722] [1 101.16479831258378] [2 98.70993651211965] [0 94.54127434332989]]"",""[97.80285069305764 97.80285069305764 97.80285069305764 97.80285069305765]"",""[[3 55.837119179552204] [1 17.612941047332185] [2 382.779343139962] [0 260.2087752353173]]"",""[179.10954465054093 179.10954465054093 179.10954465054093 179.10954465054093]"",""[[3 1275.0199923933787] [1 1331.3838715783397] [2 1299.6690014927494] [0 1245.5244557136289]]"",""[1287.8993302945241 1287.8993302945241 1287.8993302945241 1287.8993302945241]"""
