"[run number],""%a"",""rep"",""time-c"",""time-d"",""dif"",""accor"",""time-sf"",""IPa"",""Impact"",""impact-s"",""impact-d"",""iIPa"",""IPb"",""number-a"",""iIPb"",""TSL"",""number-b"",""number"",""time-r"",""MT"",""time-s"",""mean."",""recovery"",""impact-r"",""TPB"",""per"",""SD"",""discount"",""inn-culture"",""[step]"",""[report-who-x] of turtles"",""[avg-ladvantage] of turtles"",""[report-who-y] of turtles"",""[avg-w] of turtles"",""[report-who-z] of turtles"",""[avg-pw] of turtles"",""[report-who-a] of turtles"",""[avg-awa] of turtles"",""[report-who-b] of turtles"",""[avg-aladvantage] of turtles"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""37"",""[[2 64.85026614838273] [0 68.33418446272158] [1 65.59892246843431] [3 65.19553134639253]]"",""[65.99472610648277 65.99472610648279 65.99472610648277 65.99472610648279]"",""[[2 84.30502783256769] [0 88.83375975998152] [1 85.27774239295717] [3 84.75287786597325]]"",""[85.7923519628699 85.7923519628699 85.7923519628699 85.79235196286992]"",""[[2 64.85026614838273] [0 68.33418446272158] [1 65.59892246843431] [3 65.19553134639253]]"",""[65.99472610648277 65.99472610648279 65.99472610648277 65.99472610648279]"",""[[2 1105.4193289724071] [0 1245.6959797659974] [1 758.9838971005773] [3 909.0155408244444]]"",""[1004.7786866658566 1004.7786866658566 1004.7786866658566 1004.7786866658566]"",""[[2 3008.0797987957326] [0 3133.26881820571] [1 3027.905762193316] [3 3022.566573363244]]"",""[3047.9552381395006 3047.9552381395006 3047.9552381395006 3047.9552381395006]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""20"",""[[1 82.16145285267297] [2 79.89581329219607] [0 81.60526704671459] [3 89.20809840241662]]"",""[83.21765789850006 83.21765789850006 83.21765789850006 83.21765789850006]"",""[[1 106.80998590925812] [2 103.86350117529581] [0 106.08629227596495] [3 115.97027455335927]]"",""[108.18251347846953 108.18251347846955 108.18251347846953 108.18251347846953]"",""[[1 82.16145285267297] [2 79.89581329219607] [0 81.60526704671459] [3 89.20809840241662]]"",""[83.21765789850006 83.21765789850006 83.21765789850006 83.21765789850006]"",""[[1 524.8430189090909] [2 434.35572437448263] [0 219.7636391721649] [3 103.0975185042802]]"",""[320.5149752400047 320.5149752400047 320.5149752400047 320.5149752400047]"",""[[1 1816.4651390758165] [2 1770.4944069382996] [0 1805.4546773804689] [3 1957.0109839493086]]"",""[1837.3563018359732 1837.3563018359735 1837.3563018359732 1837.3563018359732]"""
"142,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""0.8"",""34"",""[[3 68.22925926631389] [0 68.70079284036815] [1 70.67370174117393] [2 68.74218914493215]]"",""[69.08648574819703 69.08648574819703 69.08648574819703 69.08648574819702]"",""[[3 54.58524938662228] [0 54.96150493841248] [1 56.53901259824603] [2 54.99389001575081]]"",""[55.2699142347579 55.2699142347579 55.2699142347579 55.2699142347579]"",""[[3 68.22925926631389] [0 68.70079284036815] [1 70.67370174117393] [2 68.74218914493215]]"",""[69.08648574819703 69.08648574819703 69.08648574819703 69.08648574819702]"",""[[3 1201.0165484245324] [0 667.3886115723683] [1 954.1684298894019] [2 1170.9728595327367]]"",""[998.3866123547598 998.3866123547598 998.3866123547598 998.3866123547598]"",""[[3 2832.416483638445] [0 2847.6902479773225] [1 2913.6216824789944] [2 2844.523305020039]]"",""[2859.5629297787 2859.5629297787 2859.5629297787 2859.5629297787]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""35"",""[[0 109.69151072356021] [3 102.65176712024132] [1 105.17227746806488] [2 113.66603072261671]]"",""[107.79539650862078 107.79539650862077 107.79539650862078 107.79539650862077]"",""[[0 142.59849870741573] [3 133.4481898869692] [1 136.7239199194484] [2 147.76581526989997]]"",""[140.13410594593333 140.13410594593333 140.13410594593333 140.13410594593333]"",""[[0 109.69151072356021] [3 102.65176712024132] [1 105.17227746806488] [2 113.66603072261671]]"",""[107.79539650862078 107.79539650862077 107.79539650862078 107.79539650862077]"",""[[0 708.3065664184401] [3 496.80660002133106] [1 765.7645919697958] [2 900.6418412767957]]"",""[717.8798999215907 717.8798999215907 717.8798999215907 717.8798999215907]"",""[[0 3788.371771637233] [3 3547.433206619204] [1 3627.0716996152587] [2 3921.925528202818]]"",""[3721.2005515186283 3721.2005515186283 3721.2005515186283 3721.2005515186283]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""21"",""[[2 78.98750728643618] [3 88.29836673977991] [0 80.6929021180505] [1 81.24968399992372]]"",""[82.30711503604758 82.30711503604758 82.30711503604758 82.30711503604758]"",""[[2 102.68284739909119] [3 114.78955113140371] [0 104.90182663474528] [1 105.62303641213413]]"",""[106.99931539434357 106.99931539434358 106.99931539434357 106.99931539434358]"",""[[2 78.98750728643618] [3 88.29836673977991] [0 80.6929021180505] [1 81.24968399992372]]"",""[82.30711503604758 82.30711503604758 82.30711503604758 82.30711503604758]"",""[[2 464.60505527657523] [3 122.33301392838911] [0 248.5949072462553] [1 555.0921748423871]]"",""[347.65628782340167 347.6562878234017 347.65628782340167 347.65628782340167]"",""[[2 1849.4819142247356] [3 2045.3093506890887] [0 1886.1475794985195] [1 1897.7148230757402]]"",""[1919.663416872021 1919.6634168720211 1919.6634168720211 1919.663416872021]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""38"",""[[1 64.69690200167568] [3 64.27911706178784] [0 67.42592020884018] [2 63.93642237765364]]"",""[65.08459041248933 65.08459041248935 65.08459041248935 65.08459041248935]"",""[[1 84.10510264583311] [3 83.56150121119546] [0 87.6552405324574] [2 83.11669019790993]]"",""[84.60963364684898 84.60963364684898 84.60963364684898 84.60963364684898]"",""[[1 64.69690200167568] [3 64.27911706178784] [0 67.42592020884018] [2 63.93642237765364]]"",""[65.08459041248933 65.08459041248935 65.08459041248935 65.08459041248935]"",""[[1 789.5154094684804] [3 939.5476636484527] [0 1280.2988452421723] [2 1136.1244337966752]]"",""[1036.3715880389452 1036.3715880389452 1036.3715880389452 1036.3715880389452]"",""[[1 3092.602664194992] [3 3086.845690425032] [0 3200.69473841455] [2 3072.0162211733864]]"",""[3113.03982855199 3113.03982855199 3113.03982855199 3113.03982855199]"""
"142,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""0.8"",""35"",""[[2 67.8379309023433] [0 67.78838055622411] [1 69.76333485475845] [3 67.3154951511913]]"",""[68.17628536612929 68.17628536612929 68.17628536612929 68.17628536612929]"",""[[2 54.27255009655528] [0 54.23026129380356] [1 55.81099138781575] [3 53.85233638953206]]"",""[54.541534791926665 54.541534791926665 54.54153479192666 54.541534791926665]"",""[[2 67.8379309023433] [0 67.78838055622411] [1 69.76333485475845] [3 67.3154951511913]]"",""[68.17628536612929 68.17628536612929 68.17628536612929 68.17628536612929]"",""[[2 1208.7834178556052] [0 705.2001103624189] [1 992.3325005911094] [3 1239.1817655763737]]"",""[1036.3744485963766 1036.3744485963766 1036.3744485963769 1036.3744485963769]"",""[[2 2912.3612359223825] [0 2915.4786285335467] [1 2983.385017333753] [3 2899.7319787896363]]"",""[2927.7392151448294 2927.7392151448294 2927.73921514483 2927.7392151448294]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""22"",""[[2 78.0792012806763] [1 80.33791514717447] [3 87.38863507714319] [0 79.78053718938641]]"",""[81.39657217359509 81.39657217359509 81.39657217359509 81.39657217359509]"",""[[2 101.5018478895349] [1 104.43994153079464] [3 113.60374318727659] [0 103.71402453059316]]"",""[105.81488928454982 105.81488928454982 105.81488928454982 105.81488928454982]"",""[[2 78.0792012806763] [1 80.33791514717447] [3 87.38863507714319] [0 79.78053718938641]]"",""[81.39657217359509 81.39657217359509 81.39657217359509 81.39657217359509]"",""[[2 494.85334862409877] [1 585.3411656249116] [3 143.52193337547027] [0 278.84260757894]]"",""[375.6397638008552 375.6397638008551 375.6397638008552 375.6397638008552]"",""[[2 1927.5611155054119] [1 1978.0527382229147] [3 2132.697985766232] [0 1965.928116687906]]"",""[2001.059989045616 2001.0599890456162 2001.059989045616 2001.059989045616]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""23"",""[[2 77.17089527491642] [1 79.42614629442522] [3 86.47890341450648] [0 78.86817226072232]]"",""[80.4860293111426 80.4860293111426 80.4860293111426 80.4860293111426]"",""[[2 100.3214333300619] [1 103.25526771793079] [3 112.42136153141739] [0 102.52994854277728]]"",""[104.63200278054684 104.63200278054684 104.63200278054684 104.63200278054684]"",""[[2 77.17089527491642] [1 79.42614629442522] [3 86.47890341450648] [0 78.86817226072232]]"",""[80.4860293111426 80.4860293111426 80.4860293111426 80.4860293111426]"",""[[2 525.1022865335001] [1 615.5893437877481] [3 166.67883167700137] [0 309.0909306147843]]"",""[404.1153481532585 404.11534815325854 404.11534815325854 404.11534815325854]"",""[[2 2004.7320107803282] [1 2057.47888451734] [3 2219.1768891807383] [0 2044.7962889486282]]"",""[2081.5460183567584 2081.5460183567584 2081.5460183567584 2081.5460183567584]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""39"",""[[3 63.36270277718316] [2 63.022578606924554] [1 63.79488153491705] [0 66.51765595495878]]"",""[64.1744547184959 64.17445471849588 64.1744547184959 64.17445471849588]"",""[[3 82.37019335747515] [2 81.92893520730414] [1 82.93468209587083] [0 86.47232310138895]]"",""[83.42653344050976 83.42653344050976 83.42653344050976 83.42653344050976]"",""[[3 63.36270277718316] [2 63.022578606924554] [1 63.79488153491705] [0 66.51765595495878]]"",""[64.1744547184959 64.17445471849588 64.1744547184959 64.17445471849588]"",""[[3 970.0798375916438] [2 1166.8314016161858] [1 820.0471617778015] [0 1314.901546452894]]"",""[1067.9649868596312 1067.9649868596312 1067.9649868596312 1067.9649868596312]"",""[[3 3150.208393202215] [2 3135.038799780311] [1 3156.397545729909] [0 3267.2123943695087]]"",""[3177.214283270486 3177.214283270486 3177.214283270486 3177.214283270486]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""40"",""[[0 65.60939170107739] [1 62.892861068158425] [2 62.10873483619547] [3 62.446288492578475]]"",""[63.26431902450244 63.26431902450244 63.26431902450244 63.26431902450244]"",""[[0 85.29255556792158] [1 81.7604030116324] [2 80.7397699760008] [3 81.17974607378487]]"",""[82.24311865733492 82.24311865733492 82.24311865733492 82.24311865733492]"",""[[0 65.60939170107739] [1 62.892861068158425] [2 62.10873483619547] [3 62.446288492578475]]"",""[63.26431902450244 63.26431902450244 63.26431902450244 63.26431902450244]"",""[[0 1349.503851359266] [1 850.5797204084838] [2 1197.537619866048] [3 1000.6120995592341]]"",""[1099.558322798258 1099.558322798258 1099.5583227982581 1099.5583227982581]"",""[[0 3332.8217860705863] [1 3219.290406798067] [2 3197.147534616506] [3 3212.6546816947935]]"",""[3240.4786022949884 3240.4786022949884 3240.4786022949884 3240.4786022949884]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""24"",""[[0 77.95580733205823] [1 78.51437744167598] [3 85.56917175186976] [2 76.26258926915654]]"",""[79.57548644869013 79.57548644869013 79.57548644869013 79.57548644869013]"",""[[0 101.34274227129399] [1 102.06902327663755] [3 111.24066347212954] [2 99.1425223421312]]"",""[103.44873784054806 103.44873784054806 103.44873784054806 103.44873784054806]"",""[[0 77.95580733205823] [1 78.51437744167598] [3 85.56917175186976] [2 76.26258926915654]]"",""[79.57548644869013 79.57548644869013 79.57548644869013 79.57548644869013]"",""[[0 339.3402829934605] [1 645.8371695001492] [3 191.78755562946523] [2 555.3507571178495]]"",""[433.07894131023113 433.07894131023113 433.07894131023113 433.07894131023113]"",""[[0 2122.7520962806866] [1 2135.993261959016] [3 2304.746060932608] [2 2080.9946000494847]]"",""[2161.1215048054487 2161.121504805449 2161.121504805449 2161.121504805449]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""36"",""[[2 113.76079634797598] [1 105.26296320212708] [3 102.72803374644172] [0 109.77694114992555]]"",""[107.88218361161759 107.88218361161759 107.88218361161759 107.88218361161758]"",""[[2 147.88786277554155] [1 136.84205951055625] [3 133.54604778298742] [0 142.71018641687195]]"",""[140.2465391214893 140.2465391214893 140.2465391214893 140.2465391214893]"",""[[2 113.76079634797598] [1 105.26296320212708] [3 102.72803374644172] [0 109.77694114992555]]"",""[107.88218361161759 107.88218361161759 107.88218361161759 107.88218361161758]"",""[[2 931.1732015481226] [1 796.013887280687] [3 527.055621909004] [0 738.555655302132]]"",""[748.1995915099864 748.1995915099864 748.1995915099864 748.1995915099864]"",""[[2 4035.686324550794] [1 3732.334662817386] [3 3650.161240365646] [0 3898.1487127871587]]"",""[3829.082735130246 3829.082735130246 3829.082735130246 3829.082735130246]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""41"",""[[0 64.70112744719599] [3 61.52987420797379] [2 61.19489106546638] [1 61.990840601399796]]"",""[62.35418333050899 62.35418333050899 62.35418333050899 62.35418333050899]"",""[[0 84.11333276573976] [3 79.98919285356311] [2 79.55394061471536] [1 80.58759134381663]]"",""[81.06101439445871 81.06101439445871 81.06101439445871 81.06101439445871]"",""[[0 64.70112744719599] [3 61.52987420797379] [2 61.19489106546638] [1 61.990840601399796]]"",""[62.35418333050899 62.35418333050899 62.35418333050899 62.35418333050899]"",""[[0 1384.105981166808] [3 1031.1441612374997] [2 1228.2430456316852] [1 881.1115028227432]]"",""[1131.151172714684 1131.151172714684 1131.151172714684 1131.151172714684]"",""[[0 3397.5229135177824] [3 3274.1845559027674] [2 3258.3424256819726] [1 3281.281247399467]]"",""[3302.8327856254973 3302.8327856254973 3302.8327856254973 3302.8327856254973]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""25"",""[[3 84.65944008923304] [0 77.04344240339414] [1 77.60260858892673] [2 75.35428326339665]]"",""[78.66494358623764 78.66494358623764 78.66494358623764 78.66494358623764]"",""[[3 110.05660716841231] [0 100.15632956703391] [1 100.88373070679921] [2 97.96117916849178]]"",""[102.2644616526843 102.2644616526843 102.2644616526843 102.2644616526843]"",""[[3 84.65944008923304] [0 77.04344240339414] [1 77.60260858892673] [2 75.35428326339665]]"",""[78.66494358623764 78.66494358623764 78.66494358623764 78.66494358623764]"",""[[3 218.79954893029682] [0 369.5886719828485] [1 676.0858590238284] [2 585.6003633514852]]"",""[462.51861082211474 462.51861082211474 462.51861082211474 462.51861082211474]"",""[[3 2389.4055010218412] [0 2199.795538684081] [1 2213.5958705479425] [2 2156.3488833128813]]"",""[2239.7864483916865 2239.7864483916865 2239.7864483916865 2239.7864483916865]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""37"",""[[3 102.80430037264213] [1 105.35364893618929] [0 109.86237157629088] [2 113.85556197333526]]"",""[107.96897071461439 107.96897071461439 107.96897071461439 107.96897071461439]"",""[[3 133.64573780950167] [1 136.96033896233203] [0 142.82053772871583] [2 148.01202907465574]]"",""[140.35966089380133 140.35966089380133 140.35966089380133 140.3596608938013]"",""[[3 102.80430037264213] [1 105.35364893618929] [0 109.86237157629088] [2 113.85556197333526]]"",""[107.96897071461439 107.96897071461439 107.96897071461439 107.96897071461439]"",""[[3 557.3049724406412] [1 826.2623345259852] [0 768.8040874306665] [2 961.7051312789994]]"",""[778.5191314190731 778.5191314190731 778.5191314190731 778.5191314190731]"",""[[3 3752.965540738288] [1 3837.688311753575] [0 4008.0110843634498] [2 4149.541886524129]]"",""[3937.0517058448604 3937.0517058448604 3937.0517058448604 3937.05170584486]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""42"",""[[3 60.613459923369106] [2 60.28104729473729] [0 63.79286319331458] [1 61.08882013464117]]"",""[61.444047636515535 61.444047636515535 61.444047636515535 61.444047636515535]"",""[[3 78.79734675358121] [2 78.3655757754982] [0 82.93098846716777] [1 79.41661570998009]]"",""[79.87763167655682 79.87763167655682 79.87763167655682 79.87763167655682]"",""[[3 60.613459923369106] [2 60.28104729473729] [0 63.79286319331458] [1 61.08882013464117]]"",""[61.444047636515535 61.444047636515535 61.444047636515535 61.444047636515535]"",""[[3 1061.6763974687428] [2 1258.9487540185908] [0 1418.7082951657471] [1 911.6425589455906]]"",""[1162.744001399668 1162.744001399668 1162.744001399668 1162.7440013996677]"",""[[3 3334.7980158261366] [2 3318.6234729767098] [0 3461.315776711097] [1 3342.370067534108]]"",""[3364.2768332620126 3364.2768332620126 3364.2768332620126 3364.2768332620126]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""26"",""[[0 76.13107747473005] [3 83.74970842659633] [1 76.69083973617748] [2 74.44597725763677]]"",""[77.75440072378515 77.75440072378515 77.75440072378515 77.75440072378515]"",""[[0 98.967791901727] [3 108.87234104607926] [1 99.69836802276272] [2 96.77974217123095]]"",""[101.07956078544998 101.07956078544998 101.07956078544998 101.07956078544998]"",""[[0 76.13107747473005] [3 83.74970842659633] [1 76.69083973617748] [2 74.44597725763677]]"",""[77.75440072378515 77.75440072378515 77.75440072378515 77.75440072378515]"",""[[0 399.83786490341174] [3 247.63078004717943] [1 706.3351717603449] [2 615.849793500596]]"",""[492.413402552883 492.413402552883 492.413402552883 492.41340255288304]"",""[[0 2275.9266161588107] [3 2473.1552094484377] [1 2290.28671028412] [2 2230.7948605705183]]"",""[2317.5408491154717 2317.540849115472 2317.5408491154717 2317.5408491154717]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""38"",""[[3 102.88056699884254] [0 109.94780200265622] [1 105.4443346702515] [2 113.95032759869453]]"",""[108.0557578176112 108.05575781761118 108.0557578176112 108.0557578176112]"",""[[3 133.74424873604485] [0 142.9334682815469] [1 137.0784382940486] [2 148.13536881639757]]"",""[140.47288103200947 140.4728810320095 140.47288103200947 140.47288103200947]"",""[[3 102.88056699884254] [0 109.94780200265622] [1 105.4443346702515] [2 113.95032759869453]]"",""[108.0557578176112 108.05575781761118 108.0557578176112 108.0557578176112]"",""[[3 587.5535078586028] [0 799.0532610862393] [1 856.5116910454358] [2 992.2377001071518]]"",""[808.8390400243574 808.8390400243574 808.8390400243574 808.8390400243574]"",""[[3 3855.8461077371303] [0 4117.958886366106] [1 3943.1326464238264] [2 4263.4922141228235]]"",""[4045.107463662471 4045.1074636624717 4045.107463662471 4045.1074636624717]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""43"",""[[2 59.367203524008204] [3 59.69704563876442] [0 62.884598939433175] [1 60.18679966788254]]"",""[60.53391194252209 60.53391194252209 60.53391194252208 60.53391194252208]"",""[[2 77.17634305107076] [3 77.60771897832518] [0 81.75184481086089] [1 78.24337753684284]]"",""[78.69482109427491 78.69482109427491 78.69482109427491 78.69482109427491]"",""[[2 59.367203524008204] [3 59.69704563876442] [0 62.884598939433175] [1 60.18679966788254]]"",""[60.53391194252209 60.53391194252209 60.53391194252208 60.53391194252208]"",""[[2 1289.6551266937686] [3 1092.208068096369] [0 1453.3110075209675] [1 942.173699488697]]"",""[1194.3369754499504 1194.3369754499504 1194.3369754499506 1194.3369754499506]"",""[[2 3377.990676500718] [3 3394.495061464901] [0 3524.20037565053] [1 3402.5568672019904]]"",""[3424.8107452045347 3424.8107452045347 3424.810745204535 3424.810745204535]"""
"67,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""3"",""3"",""0"",""0.001"",""4"",""0.5"",""1.3"",""49"",""[[2 88.50782115309597] [1 81.50825371029772] [0 75.8626034643743] [3 82.09910583964748]]"",""[81.99444604185388 81.99444604185388 81.99444604185388 81.99444604185386]"",""[[2 115.05988870611586] [1 105.96037089468031] [0 98.62153288039802] [3 106.72877769111308]]"",""[106.5926425430768 106.5926425430768 106.59264254307682 106.5926425430768]"",""[[2 88.50782115309597] [1 81.50825371029772] [0 75.8626034643743] [3 82.09910583964748]]"",""[81.99444604185388 81.99444604185388 81.99444604185388 81.99444604185386]"",""[[2 1361.159679269198] [1 949.8750159906255] [0 1441.9382292228686] [3 1100.0194534115874]]"",""[1213.2480944735698 1213.2480944735698 1213.2480944735698 1213.2480944735698]"",""[[2 4760.365117040418] [1 4424.716138574222] [0 4155.294614287243] [3 4443.335386597747]]"",""[4445.927814124908 4445.927814124908 4445.927814124908 4445.927814124908]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""39"",""[[1 105.5350204043137] [0 110.03323242902155] [3 102.95683362504295] [2 114.0450932240538]]"",""[108.142544920608 108.142544920608 108.14254492060799 108.142544920608]"",""[[1 137.19694108382697] [0 143.04325013295028] [3 133.84260649481766] [2 148.25720161770082]]"",""[140.58499983232394 140.58499983232392 140.58499983232394 140.58499983232392]"",""[[1 105.5350204043137] [0 110.03323242902155] [3 102.95683362504295] [2 114.0450932240538]]"",""[108.142544920608 108.142544920608 108.14254492060799 108.142544920608]"",""[[1 886.7617327639502] [0 829.3014823222251] [3 617.8016258646874] [2 1022.769940756008]]"",""[839.1586954267177 839.1586954267177 839.1586954267177 839.1586954267176]"",""[[1 4048.66766682814] [0 4227.992118795127] [3 3958.8029413621734] [2 4377.537307346877]]"",""[4153.250008583079 4153.25000858308 4153.25000858308 4153.25000858308]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""27"",""[[0 75.21871254606596] [2 73.53767125187689] [3 82.83997676395961] [1 75.77907088342823]]"",""[76.84385786133267 76.84385786133267 76.84385786133267 76.84385786133267]"",""[[0 97.78422190453323] [2 95.59814580593313] [3 107.69282159617869] [1 98.51140621785669]]"",""[99.89664888112544 99.89664888112544 99.89664888112544 99.89664888112544]"",""[[0 75.21871254606596] [2 73.53767125187689] [3 82.83997676395961] [1 75.77907088342823]]"",""[76.84385786133267 76.84385786133267 76.84385786133267 76.84385786133267]"",""[[0 430.0881299802628] [2 646.0995958139071] [3 277.8787904157821] [1 736.5841066974419]]"",""[522.6626557268485 522.6626557268485 522.6626557268485 522.6626557268485]"",""[[0 2351.1453287048766] [2 2304.332531822395] [3 2555.995186212397] [1 2366.0657811675483]]"",""[2394.3847069768044 2394.3847069768044 2394.3847069768044 2394.3847069768044]"""
